HS 1988/92 Product Code,HS 1988/92 Product Description,BEC Product Code,BEC Product Description
700232,Tubes of glass linear coef of exp =<5 X 10-6 pe,22,Processed
700239,Tubes of glass nes,22,Processed
700311,Cast gls sheets non-wired coloured etc having a,22,Processed
700319,Cast glass sheets non-wired nes,22,Processed
700320,Cast glass sheets wired,22,Processed
700330,Cast glass profiles,22,Processed
700410,"Drawn glass sheets, coloured etc having an abso",22,Processed
700490,Drawn glass in sheets nes,22,Processed
700510,"Float gls etc in sheets,non-wired having an abs",22,Processed
700521,"Float glass etc in sheets, non-wired coloured t",22,Processed
700529,"Float glass etc in sheets, non-wired nes",22,Processed
700530,"Float glass etc in sheets, wired",22,Processed
700600,"Glass of 70.03, 70.04, 70.05 bent, edge-worked",22,Processed
700711,"Safety gls toughened (tempered) for vehicles,ai",22,Processed
700719,Safety glass toughened (tempered) nes,22,Processed
700721,"Safety glass laminated for vehicles, aircraft,",22,Processed
700729,Safety glass laminated nes,22,Processed
700800,Multiple-walled insulating units of glass,22,Processed
700910,Rear-view mirrors for vehicles,22,Processed
700991,"Glass mirrors, unframed",22,Processed
700992,"Glass mirrors, framed",22,Processed
701010,Ampoules of glass conveyance or packing,22,Processed
701090,Carboys/bottles/flasks etc for conveyance of gd,22,Processed
701110,Glass envelopes (including bulbs/tubes) for ele,22,Processed
701120,Glass envelopes (including bulbs/tubes) for cat,22,Processed
701190,Glass envelopes (including bulbs/tubes) nes,22,Processed
701200,Glass inners for vacuum flasks or for other vac,22,Processed
701400,Signalling glsware&optical elements gls (o/t 70,22,Processed
701510,"Glasses for corrective spectacles, not opticall",22,Processed
701590,Clock or watch glasses etc curved/bent not opti,22,Processed
701610,Gls cubes&oth gls smallwares backed or not for,22,Processed
701690,"Paving blocks etc for building/const etc, leade",22,Processed
701710,"Laboratory,hygienic or pharmaceutical glsware e",22,Processed
701720,Laboratory glassware etc of other glass linear,22,Processed
701790,"Laboratory, hygienic or pharmaceutical glasswar",22,Processed
701810,"Glass beads, imitation pearls, imitation precio",22,Processed
701820,Glass microspheres not exceeding 1 mm in diamet,22,Processed
701890,"Articles of glass etc exc jewellery, glass eyes",22,Processed
701910,"Slivers, rovings, yarn and chopped strands of g",22,Processed
701920,"Woven fabrics, including narrow fabrics of glas",22,Processed
701931,Mats of glass fibres,22,Processed
701932,Thin sheets (voiles) of glass fibres,22,Processed
701939,"Webs, mattresses, boards and similar nonwoven p",22,Processed
701990,Glass fibres (including glass wool) and article,22,Processed
702000,Articles of glass nes,22,Processed
710239,Diamonds non-industrial nes excluding mounted o,22,Processed
710391,"Rubies, sapphires and emeralds further worked t",22,Processed
710399,Precious or semi-precious stones nes further wk,22,Processed
710410,Piezo-electric quartz whether or not worked or,22,Processed
710420,Syn or reconstr prec/semi-prec stones unwkd (si,22,Processed
710490,Syn or reconstr prec/semi-prec stones further w,22,Processed
710610,Silver powder,22,Processed
710691,Silver in unwrought forms,22,Processed
710692,Silver in oth semi-manufactured forms (silver p,22,Processed
710700,"Base metals clad with silver, not further worke",22,Processed
710811,Gold powder non-monetary,22,Processed
710812,Gold in unwrought forms non-monetary,22,Processed
710813,"Gold in oth semi-manufactured forms,non-monetar",22,Processed
710900,"Base metals or silver, clad with gold, not furt",22,Processed
711011,Platinum unwrought or in powder form,22,Processed
711019,Platinum in other semi-manufactured forms,22,Processed
711021,Palladium unwrought or in powder form,22,Processed
711029,Palladium in other semi-manufactured forms,22,Processed
711031,Rhodium unwrought or in powder form,22,Processed
711039,Rhodium in other semi-manufactured forms,22,Processed
711041,"Iridium, osmium and ruthenium unwrought or in p",22,Processed
711049,"Iridium, osmium and ruthenium in other semi-man",22,Processed
711100,"Base metals, silver or gold clad with platinum",22,Processed
720110,"Pig iron,non-alloy,containing by wt.=<0.5% of p",22,Processed
720120,"Pig iron,non-alloy,containing by wt. >0.5% of p",22,Processed
720130,"Pig iron, alloy in primary forms",22,Processed
720140,Spiegeleisen in primary forms,22,Processed
720211,"Ferro-manganese, containing by weight more than",22,Processed
720219,"Ferro-manganese, nes",22,Processed
720221,"Ferro-silicon, containing by weight more than 5",22,Processed
720229,"Ferro-silicon, nes",22,Processed
720230,Ferro-silico-manganese,22,Processed
720241,Ferro-chromium containing by weight more than 4,22,Processed
720249,"Ferro-chromium, nes",22,Processed
720250,Ferro-silico-chromium,22,Processed
720260,Ferro-nickel,22,Processed
720270,Ferro-molybdenum,22,Processed
720280,Ferro-tungsten and ferro-silico-tungsten,22,Processed
720291,Ferro-titanium and ferro-silico-titanium,22,Processed
720292,Ferro-vanadium,22,Processed
720293,Ferro-niobium,22,Processed
720299,"Ferro-alloys, nes",22,Processed
720310,Ferrous products obtained by direct reduction o,22,Processed
720390,"Spongy ferrous products, or iron having a minim",22,Processed
720510,Granules of pig iron or spiegeleisen,22,Processed
720521,"Powders, alloy steel",22,Processed
720529,"Powders, iron or steel, other than alloy",22,Processed
720610,"Ingots, iron or non-alloy steel, of a purity of",22,Processed
720690,"Primary forms, iron or non-alloy steel, nes, of",22,Processed
720711,"Semi-fin prod,i/nas,rect/sq cross-sect cntg by",22,Processed
720712,"Semi-fin prod,iron or n-al steel,rect/ sq cross",22,Processed
720719,"Semi-fin prod, iron or non-alloy steel, cntg by",22,Processed
720720,"Semi-fin prod, iron or non-alloy steel, w/ carb",22,Processed
720811,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, >",22,Processed
720812,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 4",22,Processed
720813,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 3",22,Processed
720814,"Flat rolled prod, i/nas, in coil, hr, =>600mm w",22,Processed
720821,"Flat rolled prod, i/nas, in coil, hr, =>600mm w",22,Processed
720822,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 4",22,Processed
720823,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, 3",22,Processed
720824,"Flat rlld prod, i/nas, in coil, hr,=>600mm w, l",22,Processed
720831,"Flat rolled prod, i/nas,nic,hr,=>600mm width, =",22,Processed
720832,"Flat rolled prod, i/nas, nic, hr =>600mm wide,",22,Processed
720833,"Flat rlld prod, i/nas, nic, hr=>600mm w, 4.75mm",22,Processed
720834,"Flat rolled prod, i/nas,nic,hr=>600mm wide, 3mm",22,Processed
720835,"Flat rolled prod, i/nas,nic,hr=>600mm wide, les",22,Processed
720841,"Flat rolled prod, i/nas, nic, hr 600mm =<width",22,Processed
720842,"Flat rolled prod, i/nas, not in coil, hr =>600m",22,Processed
720843,"Flat rlld prod, i/nas, not in coil, hr=>600mm w",22,Processed
720844,"Flat rolled prod, i/nas, not in coil, hr =>600m",22,Processed
720845,"Flat rolled prod, i/nas, not in coil, hr =>600m",22,Processed
720890,"Flat rolled prod, i/nas, not further worked tha",22,Processed
720911,"Flat rolled prod, i/nas, in coil, cr, =>600mm w",22,Processed
720912,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, 1",22,Processed
720913,"Flat rlld prod,i/nas,in coil,cr,=>600mm w,0.5mm",22,Processed
720914,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, <",22,Processed
720921,"Flat rolled prod, i/nas, in coil, cr, =>600mm w",22,Processed
720922,"Flat rolled prod, i/nas, in coil, cr, =>600mm w",22,Processed
720923,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, 0",22,Processed
720924,"Flat rlld prod, i/nas, in coil, cr,=>600mm w, l",22,Processed
720931,"Flat rlld prod, i/nas, not in coil, cr=>600mm w",22,Processed
720932,"Flat rolled prod, i/nas, not in coil,cr=>600mm",22,Processed
720933,"Flat rlld prod,i/nas,not in coil,cr=>600mm w,0.",22,Processed
720934,"Flat rlld prod, i/nas, not in coil, cr=>600mm w",22,Processed
720941,"Flat rlld prod, i/nas, not in coil, cr=>600mm w",22,Processed
720942,"Flat rolled prod, i/nas, not in coil, cr =>600m",22,Processed
720943,"Flat rolled prod, i/nas, not in coil, cr =>600m",22,Processed
720944,"Flat rlld prod, i/nas, not in coil, cr=>600mm w",22,Processed
720990,"Flat rolled prod, i/nas, not in coil, cr =>600m",22,Processed
721011,"Flat rolled prod,i/nas, plated or coated with t",22,Processed
721012,"Flat rlld prod, i/nas, plated or coated with ti",22,Processed
721020,"Flat rlld prod,plated or coated with lead,=>600",22,Processed
721031,"Flat rolled prod,steel,electro pltd/w/ zinc,<3m",22,Processed
721039,"Flat rolled prod, i/nas, electro pltd or ctd w",22,Processed
721041,"Flat rolled prod, i/nas, pltd or ctd w zinc, co",22,Processed
721049,"Flat rolled prod, i/nas, plated or coated with",22,Processed
721050,"Flat rlld prod,i/nas,pltd or ctd w chrom oxides",22,Processed
721060,"Flat rolled prod, i/nas, plated or coated with",22,Processed
721070,"Flat rolled prod,i/nas,painted,varnish./coated",22,Processed
721090,"Flat rolled prod, i/nas, clad, plated or coated",22,Processed
721111,"Flat rlld prod,i/nas,hr,rlld on 4 face,150mm <w",22,Processed
721112,"Flat rolled prod, i/nas, hr, <600mm wide =>4.75",22,Processed
721119,"Flat rlld prod,i/nas,hr,<600mm wide <3mm thk my",22,Processed
721121,"Flat rlld prod,i/nas,hr,rlld on 4 faces,150mm <",22,Processed
721122,"Flat rolled prod, i/nas, hr, <600mm wide, =>4.7",22,Processed
721129,"Flat rolled prod, i/nas, hr, <600mm wide nes",22,Processed
721130,"Flat rlld prod,i/nas,cr,<600mm wide<3mm thk myp",22,Processed
721141,"Flat rlld prod,i/nas,cr,<600mm wide cntg by wt",22,Processed
721149,"Flat rolled prod, i/nas, cold rolled or cold re",22,Processed
721190,"Flat rolled prod, i/nas, <600mm wide, not clad,",22,Processed
721210,"Flat rolled prod, i/nas, <600mm wide, plated or",22,Processed
721221,"Flat rlld prod, steel, <600mm w, <3mm thk myp 2",22,Processed
721229,"Flat rolled prod, i/nas, <600mm wide, clad, pla",22,Processed
721230,"Flat rolled prod, i/nas, <600mm wide, o/w plate",22,Processed
721240,"Flat rolled prod,i/nas,<600mm wide,painted,varn",22,Processed
721250,"Flat rolled prod, i/nas, <600mm wide, plated or",22,Processed
721260,"Flat rolled prod, i/nas, <600mm wide, clad",22,Processed
721310,"Bars & rods, i/nas, hr,in irreg wound coils,cnt",22,Processed
721320,"Bars & rods, i/nas, hr, in irreg wound coils, o",22,Processed
721331,"Bars/rods,i/nas,hr,in irreg wnd coils of circ c",22,Processed
721339,"Bars & rods, i/nas, hr, containing by weight le",22,Processed
721341,"Bars&rods,i/nas,hr,of circ cross sect<14mm dia,",22,Processed
721349,"Bars & rods, i/nas, hr, containing by wght 0.25",22,Processed
721350,"Bars&rods,iron or non-alloy steel,hr containing",22,Processed
721410,"Bars & rods, iron or non-alloy steel forged",22,Processed
721420,"Bars&rods,i/nas,hr,hd or he,cntg indent,ribs,et",22,Processed
721430,"Bars&rods, i/nas, hot rlld drawn or extruded of",22,Processed
721440,"Bars&rods,i/nas,hot rlld,drawn/extruded,cntg by",22,Processed
721450,"Bars & rods, i/nas, hr, hd or he, cntg by wght",22,Processed
721460,"Bars & rods, i/nas, hr, hd or he, cntg by wght",22,Processed
721510,"Bars&rods,i/nas,nfw than cold formed or finishe",22,Processed
721520,"Bars & rods, i/nas, nfw than cold formed or fin",22,Processed
721530,"Bars&rods,i/nas,nfw than cold formed or finishe",22,Processed
721540,"Bars & rods, i/nas, nfw than cold formed or fin",22,Processed
721590,"Bars & rods, i/nas, nes",22,Processed
721610,"Sections, U,I or H,i/nas,nfw than hot rolled/dr",22,Processed
721621,"Sections,L,i/nas,nfw than hot rlld,drawn/extrud",22,Processed
721622,"Sections,T,i/nas,nfw than hot rlld,drawn/extrud",22,Processed
721631,"Sections,U,i/nas,nfw than hot rlld,drawn/extrud",22,Processed
721632,"Sections,I,i/nas,nfw than hot rlld,drawn/extrud",22,Processed
721633,"Sections,H,i/nas,nfw than hot rlld,drawn/extrud",22,Processed
721640,"Sections, L or T, i/nas, nfw than hot rlld, dra",22,Processed
721650,"Angles,shapes and sect,i/nas,nfw than hot rlld/",22,Processed
721660,"Angles, shapes and sections, i/nas, nfw than co",22,Processed
721690,"Angles, shapes and sections, iron or non-alloy",22,Processed
721711,"Wire,i/nas,polished or not,but not plated or co",22,Processed
721712,"Wire,i/nas,plated or coated with zinc,containin",22,Processed
721713,"Wire,i/nas,plated or coated with oth base mtls",22,Processed
721719,"Wire, i/nas, containing by weight less than 0.2",22,Processed
721721,"Wire, i/nas,polished or not,but not pltd or ctd",22,Processed
721722,"Wire, i/nas, plated or coated with zinc contnng",22,Processed
721723,"Wire,i/nas,pltd or ctd with oth base mtls nes,c",22,Processed
721729,"Wire, iron or non-alloy steel, nes containing b",22,Processed
721731,"Wire,i/nas,polished or not,but not pltd or ctd,",22,Processed
721732,"Wire,i/nas,plated or coated with zinc containin",22,Processed
721733,"Wire,i/nas,pltd or ctd with oth base mtls nes,c",22,Processed
721739,"Wire, iron or non-alloy steel, nes containing b",22,Processed
721810,"Ingots and other primary forms, stainless steel",22,Processed
721890,"Semi-finished products, stainless steel",22,Processed
721911,"Flat rlld prod,stainless steel,hr,in coil,=>600",22,Processed
721912,"Flat rlld prod, stainless steel, hr, in coil,=>",22,Processed
721913,"Flat rlld prod, stainless steel, hr in coil,=>6",22,Processed
721914,"Flat rlld prod, stainless steel, hr in coil,=>6",22,Processed
721921,"Flat rlld prod, stainless steel, hr, nic,=>600m",22,Processed
721922,"Flat rlld prod, stainless steel, hr, nic, >600m",22,Processed
721923,"Flat rlld prod, stainless steel, hr, nic, >600m",22,Processed
721924,"Flat rlld prod, stainless steel, hr, nic, >600m",22,Processed
721931,"Flat rolled prod, stainless steel, cr, >600mm w",22,Processed
721932,"Flat rolled prod, stainless steel, cr, >600mm w",22,Processed
721933,"Flat rolled prod, stainless steel, cr, 600mm wi",22,Processed
721934,"Flat rolled prod, stainless steel, cr, >600mm w",22,Processed
721935,"Flat rolled prod, stainless steel, cr, >600mm w",22,Processed
721990,"Flat rolled prod, stainless steel, 600mm or mor",22,Processed
722011,"Flat rolled prod, stainless steel, hr <600mm wi",22,Processed
