HS - Combined  Product Code,HS - Combined  Product Description,CCCN Product Code,CCCN Product Description
081030,"(-2006) Black, white or red currants and gooseberries",0808,"Berries, fresh"
081040,"Cranberries, bilberries and other fruits of the genus Vaccinium",0808,"Berries, fresh"
081050,(1996-) Kiwifruit,0809,"Other fruit, fresh"
081060,(2002-) Durians,0809,"Other fruit, fresh"
081090,Other,0809,"Other fruit, fresh"
081110,Strawberries,0810,Fruit preserved by freezing
081120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",0810,Fruit preserved by freezing
081190,Other,0810,Fruit preserved by freezing
081210,Cherries,0811,Fruit provisionally preserved
081220,(-2001) Strawberries,0811,Fruit provisionally preserved
081290,Other,0811,Fruit provisionally preserved
081310,Apricots,0812,Other dried fruit
081320,Prunes,0812,Other dried fruit
081330,Apples,0812,Other dried fruit
081340,Other fruit,0812,Other dried fruit
081350,Mixtures of nuts or dried fruits of this Chapter,0812,Other dried fruit
081400,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",0813,Peel of melons and citrus fruit
090111,Not decaffeinated,0901A,"Coffee green,husks,skins"
090112,Decaffeinated,0901A,"Coffee green,husks,skins"
090121,Not decaffeinated,0901B,Coffee roasted
090122,Decaffeinated,0901B,Coffee roasted
090130,(-1995) Coffee husks and skins,0901A,"Coffee green,husks,skins"
090140,(-1995) Coffee substitutes containing coffee,0901C,Coffee substittutes including coffee
090190,(1996-) Other,0901C,Coffee substittutes including coffee
090210,Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,0902,Tea
090220,Other green tea (not fermented),0902,Tea
090230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",0902,Tea
090240,Other black tea (fermented) and other partly fermented tea,0902,Tea
090300,Maté.,0903,Mate
090411,Neither crushed nor ground,0904,"Pepper, pimento etc"
090412,Crushed or ground,0904,"Pepper, pimento etc"
090420,"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground",0904,"Pepper, pimento etc"
090500,Vanilla.,0905,Vanilla
090610,(-2006) Neither crushed nor ground,0906,"Cinnamon,etc"
090620,Crushed or ground,0906,"Cinnamon,etc"
090700,"Cloves (whole fruit, cloves and stems).",0907,Cloves
090810,Nutmeg,0908,"Nutmeg, mace and cardamoms"
090820,Mace,0908,"Nutmeg, mace and cardamoms"
090830,Cardamoms,0908,"Nutmeg, mace and cardamoms"
090910,Seeds of anise or badian,0909,"Seeds of anise,cumin,etc"
090920,Seeds of coriander,0909,"Seeds of anise,cumin,etc"
090930,Seeds of cumin,0909,"Seeds of anise,cumin,etc"
090940,Seeds of caraway,0909,"Seeds of anise,cumin,etc"
090950,Seeds of fennel; juniper berries,0909,"Seeds of anise,cumin,etc"
091010,Ginger,0910A,Ginger(except in sweet)
091020,Saffron,0910B,"Other spices,thyme etc"
091030,Turmeric (curcuma),0910B,"Other spices,thyme etc"
091040,(-2006) Thyme; bay leaves,0910B,"Other spices,thyme etc"
091050,(-2006) Curry,0910B,"Other spices,thyme etc"
091091,Mixtures referred to in Note 1 (b) to this Chapter,0910B,"Other spices,thyme etc"
091099,Other,0910B,"Other spices,thyme etc"
100110,Durum wheat,1001A,Durum wheat unmilled
100190,Other,1001B,Other wheat etc unmilled
100200,Rye.,1002,Rye unmilled
100300,Barley.,1003,Barley unmilled
100400,Oats.,1004,Oats unmilled
100510,Seed,1005,Maize unmilled
100590,Other,1005,Maize unmilled
100610,Rice in the husk (paddy or rough),1006A,Rice in the husk
100620,Husked (brown) rice,1006B,Rice husked
100630,"Semimilled or wholly milled rice, whether or not polished or glazed",1006C,Rice milled unbroken
100640,Broken rice,1006D,Rice broken
100700,Grain sorghum.,1007B,Sorghum unmilled
100810,Buckwheat,1007C,Other cereals unmilled nes
100820,Millet,1007A,Millet unmilled
100830,Canary seed,1007C,Other cereals unmilled nes
100890,Other cereals,1007C,Other cereals unmilled nes
110100,Wheat or meslin flour.,1101A,Flour of wheat or meslin
110210,Rye flour,1101B,Cereal flour(non-wheat)
110220,Maize (corn) flour,1101B,Cereal flour(non-wheat)
110230,(-2006) Rice flour,1101B,Cereal flour(non-wheat)
110290,Other,1101B,Cereal flour(non-wheat)
110311,Of wheat,1102A,"Meal,groats of wheat etc"
110312,(-2001) Groats and meal :-- Of oats,1102B,Meal or groats non-wheat
110313,Of maize (corn),1102B,Meal or groats non-wheat
110314,(-2001) Groats and meal :-- Of rice,1102B,Meal or groats non-wheat
110319,Of other cereals,1102B,Meal or groats non-wheat
110320,(2002-) Pellets,1102B,Meal or groats non-wheat
110321,(-2001) Pellets :-- Of wheat,1102A,"Meal,groats of wheat etc"
110329,(-2001) Pellets :-- Of other cereals,1102B,Meal or groats non-wheat
110411,(-2001) Rolled or flaked grains :-- Of barley,1102C,"Cereal flaked,rolled,etc"
110412,Of oats,1102C,"Cereal flaked,rolled,etc"
110419,Of other cereals,1102C,"Cereal flaked,rolled,etc"
110421,"(-2001) Other worked grains (for example, hulled, pearled,",1102C,"Cereal flaked,rolled,etc"
110422,Of oats,1102C,"Cereal flaked,rolled,etc"
110423,Of maize (corn),1102C,"Cereal flaked,rolled,etc"
110429,Of other cereals,1102C,"Cereal flaked,rolled,etc"
110430,"Germ of cereals, whole, rolled, flaked or ground",1102C,"Cereal flaked,rolled,etc"
110510,"Flour, meal and powder",1105,"Flour, meal and flakes of potato"
110520,"Flakes, granules and pellets",1105,"Flour, meal and flakes of potato"
110610,Of the dried leguminous vegetables of heading 07.13,1104,Flour of fruit or vegetable
110620,Of sago or of roots or tubers of heading 07.14,1104,Flour of fruit or vegetable
110630,Of the products of Chapter 8,1104,Flour of fruit or vegetable
110710,Not roasted,1107,Malt including flour
110720,Roasted,1107,Malt including flour
110811,Wheat starch,1108,"Starches,inulin"
110812,Maize (corn) starch,1108,"Starches,inulin"
110813,Potato starch,1108,"Starches,inulin"
110814,Manioc (cassava) starch,1108,"Starches,inulin"
110819,Other starches,1108,"Starches,inulin"
110820,Inulin,1108,"Starches,inulin"
110900,"Wheat gluten, whether or not dried.",1109,"Wheat gluten,dry or not"
120100,"Soya beans, whether or not broken.",1201D,Soya beans
120210,In shell,1201A,"Groundnuts,green"
120220,"Shelled, whether or not broken",1201A,"Groundnuts,green"
120300,Copra.,1201B,Copra
120400,"Linseed, whether or not broken.",1201E,Linseed
120500,"(-2001) Rape or colza seeds, whether or not broken.",1201J,Rape and colza seeds
120510,(2002-) Low erucic acid rape or colza seeds,1201J,Rape and colza seeds
120590,(2002-) Other,1201J,Rape and colza seeds
120600,"Sunflower seeds, whether or not broken.",1201H,Sunflower seeds
120710,(-2006) Palm nuts and kernels,1201C,Palm nuts and kernels
120720,Cotton seeds,1201F,Cotton seeds
120730,(-2006) Castor oil seeds,1201G,Castor oil seeds
120740,Sesamum seeds,1201I,Sesame seeds
120750,Mustard seeds,1201K,Oil seeds and fruits nes
120760,(-2006) Safflower seeds,1201K,Oil seeds and fruits nes
120791,Poppy seeds,1201K,Oil seeds and fruits nes
120792,(-2001) Other :-- Shea nuts (karite nuts),1201K,Oil seeds and fruits nes
120799,Other,1201K,Oil seeds and fruits nes
120810,Of soya beans,1202,Oil seed flour and meal
120890,Other,1202,Oil seed flour and meal
120910,(2002-) Sugar beet seed,1203,"Seeds,etc for planting"
120911,(-2001) Beet seed :-- Sugar beet seed,1203,"Seeds,etc for planting"
120919,(-2001) Beet seed :-- Other,1203,"Seeds,etc for planting"
120921,Lucerne (alfalfa) seed,1203,"Seeds,etc for planting"
120922,Clover (Trifolium spp.) seed,1203,"Seeds,etc for planting"
120923,Fescue seed,1203,"Seeds,etc for planting"
120924,Kentucky blue grass (Poa pratensis L.) seed,1203,"Seeds,etc for planting"
120925,"Rye grass (Lolium multiflorum Lam., Lolium perenne L.) seed",1203,"Seeds,etc for planting"
120926,(-2006) Timothy grass seed,1203,"Seeds,etc for planting"
120929,Other,1203,"Seeds,etc for planting"
120930,Seeds of herbaceous plants cultivated principally for their flowers,1203,"Seeds,etc for planting"
120991,Vegetable seeds,1203,"Seeds,etc for planting"
120999,Other,1203,"Seeds,etc for planting"
121010,"Hop cones, neither ground nor powdered nor in the form of pellets",1206,Hop cones and lupulin
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",1206,Hop cones and lupulin
121110,(-2006) Liquorice roots,1207,Plants used in perfumery
121120,Ginseng roots,1207,Plants used in perfumery
121130,(2002-) Coca leaf,1207,Plants used in perfumery
121140,(2002-) Poppy straw,1207,Plants used in perfumery
121190,Other,1207,Plants used in perfumery
121210,"(-2006) Locust beans, including locust bean seeds",1208,"Vegetable products nes fresh,dry"
121220,Seaweeds and other algae,1405,Other crd vegetable materials nes
121230,"(-2006) Apricot, peach (including nectarine) or plum stones and kernels",1208,"Vegetable products nes fresh,dry"
121291,Sugar beet,1204,"Sugar beet frsh dry,cane"
121292,(-2001) Other :-- Sugar cane,1204,"Sugar beet frsh dry,cane"
121299,Other,1208,"Vegetable products nes fresh,dry"
121300,"Cereal straw and husks, unprepared, whether or not chopped, ground, pressed or in the form of pellets.",1209,Cereal straw etc unprepared
121410,Lucerne (alfalfa) meal and pellets,1210,"Mangolds, swedes, fodder roots"
121490,Other,1210,"Mangolds, swedes, fodder roots"
130110,(-2006) Lac,1302,"Nat gums,resins,lacs,etc"
130120,Gum Arabic,1302,"Nat gums,resins,lacs,etc"
130190,Other,1302,"Nat gums,resins,lacs,etc"
130211,Opium,1303,Vegetable saps and extracts
130212,Of liquorice,1303,Vegetable saps and extracts
130213,Of hops,1303,Vegetable saps and extracts
130214,(-2006) Of pyrethrum or of the roots of plants containing rotenone,1303,Vegetable saps and extracts
130219,Other,1303,Vegetable saps and extracts
130220,"Pectic substances, pectinates and pectates",1303,Vegetable saps and extracts
130231,Agaragar,1303,Vegetable saps and extracts
130232,"Mucilages and thickeners, whether or not modified, derived from locust beans, locust bean seeds or guar seeds",1303,Vegetable saps and extracts
130239,Other,1303,Vegetable saps and extracts
140110,Bamboos,1401,Vegetable materials for plaiting
140120,Rattans,1401,Vegetable materials for plaiting
140190,Other,1401,Vegetable materials for plaiting
140200,"(2002-2006) Vegetable materials of a kind used primarily as stuffing or as padding (for example, kapok, vegetable hair and eelgrass), whether or not put up as a layer with or without supporting material.",1402,Vegetable materials for stuffing
140210,(-2001) Kapok,1402,Vegetable materials for stuffing
140290,(1996-2001) Other,1402,Vegetable materials for stuffing
140291,(-1995) Vegetable hair,1402,Vegetable materials for stuffing
140299,(-1995) Vegetable materials for stuffing or paddin,1402,Vegetable materials for stuffing
140300,"(2002-2006) Vegetable materials of a kind used primarily in brooms or in brushes (for example, broomcorn, piassava, couchgrass and istle), whether or not in hanks or bundles.",1403,Vegetable materials for brushes
140310,(-2001) Broomcorn (Sorghum vulgare var.technicum),1403,Vegetable materials for brushes
140390,(-2001) Other,1403,Vegetable materials for brushes
140410,(-2006) Raw vegetable materials of a kind used primarily in dyeing or tanning,1405,Other crd vegetable materials nes
140420,Cotton linters,5502,Cotton linters
140490,Other,1405,Other crd vegetable materials nes
150100,"Pig fat (including lard) and poultry fat, other than that of heading 02.09 or 15.03.",1501,"Pig,poultry fat rendered"
150200,"Fats of bovine animals, sheep or goats, other than those of heading 15.03.",1502,"Fats of bovine,sheep,etc"
150300,"Lard stearin, lard oil, oleostearin, oleooil and tallow oil, not emulsified or mixed or otherwise prepared.",1503,"Lard stearin and oil,etc"
150410,Fishliver oils and their fractions,1504A,Fish liver oil
150420,"Fats and oils and their fractions, of fish, other than liver oils",1504B,Other fish oils and fats
150430,"Fats and oils and their fractions, of marine mammals",1504C,"Marine mammals oils,fats"
150500,(2002-) Wool grease and fatty substances derived therefrom (including lanolin).,1505,"Wool grease,etc"
150510,"(-2001) Wool grease, crude",1505,"Wool grease,etc"
150590,(-2001) Other,1505,"Wool grease,etc"
150600,"Other animal fats and oils and their fractions, whether or not refined, but not chemically modified.",1506,Other animal oils and fats
150710,"Crude oil, whether or not degummed",1507A,Soya bean oil
150790,Other,1507A,Soya bean oil
150810,Crude oil,1507C,Groundnut(peanut) oil
150890,Other,1507C,Groundnut(peanut) oil
150910,Virgin,1507D,Olive oil
150990,Other,1507D,Olive oil
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09.",1507D,Olive oil
151110,Crude oil,1507H,Palm oil
151190,Other,1507H,Palm oil
151211,Crude oil,1507E,Sunflower seed oil
151219,Other,1507E,Sunflower seed oil
151221,"Crude oil, whether or not gossypol has been removed",1507B,Cotton seed oil
151229,Other,1507B,Cotton seed oil
151311,Crude oil,1507I,Coconut (copra) oil
151319,Other,1507I,Coconut (copra) oil
151321,Crude oil,1507J,Palm kernel oil
151329,Other,1507J,Palm kernel oil
151410,(-2001) Crude oil,1507F,"Rape,colza,mustard oils"
151411,(2002-) Crude oil,1507F,"Rape,colza,mustard oils"
151419,(2002-) Other,1507F,"Rape,colza,mustard oils"
151490,(-2001) Other,1507F,"Rape,colza,mustard oils"
151491,(2002-) Crude oil,1507F,"Rape,colza,mustard oils"
151499,(2002-) Other,1507F,"Rape,colza,mustard oils"
151511,Crude oil,1507G,Linseed oil
151519,Other,1507G,Linseed oil
151521,Crude oil,1507M,Fixed vegetable oils nes
151529,Other,1507M,Fixed vegetable oils nes
151530,Castor oil and its fractions,1507K,Castor oil
151540,(-2006) Tung oil and its fractions,1507M,Fixed vegetable oils nes
151550,Sesame oil and its fractions,1507L,Sesame oil
151560,(-2001) Jojoba oil and its fractions,1507M,Fixed vegetable oils nes
151590,Other,1507M,Fixed vegetable oils nes
151610,Animal fats and oils and their fractions,1512,Animal or vegetable oils and fats nes
151620,Vegetable fats and oils and their fractions,1512,Animal or vegetable oils and fats nes
151710,"Margarine, excluding liquid margarine",1513A,Margarine
151790,Other,1513B,Other prepared edible fats
151800,"Animal or vegetable fats and oils and their fractions, boiled, oxidised, dehydrated, sulphurised, blown, polymerised by heat in vacuum or in inert gas or otherwise chemically modified, excluding those of heading 15.16; inedible mixtures or preparations of",1508,"Animal and vegetable oils, modified"
151911,(-1995) Indus.monocarboxylic fatty acids;acid oils,1510A,"Fatty acids,acid oils"
151912,(-1995) Indus.monocarboxylic fatty acids;acid oils,1510A,"Fatty acids,acid oils"
151913,(-1995) Indus.monocarbox.fatty acids;acid oils fro,1510A,"Fatty acids,acid oils"
151919,(-1995) Industrial monocarboxylic fatty acids;acid,1510A,"Fatty acids,acid oils"
151920,(-1995) Industrial fatty alcohols,1510A,"Fatty acids,acid oils"
151930,(-1991) Industrial fatty alcohols,1510B,Fatty alcohols
152000,"(1996-) Glycerol, crude; glycerol waters and glycerol lyes.",1511,"Glycerol,glycerol lyes"
152010,"(-1995) Glycerol (glycerine), crude, glycerol wate",1511,"Glycerol,glycerol lyes"
152090,"(-1995) Glycerol (excl. crude), including syntheti",1511,"Glycerol,glycerol lyes"
152110,Vegetable waxes,1516,Vegetable waxes
152190,Other,1515,Spermacetti beeswax etc
152200,Degras; residues resulting from the treatment of fatty substances or animal or vegetable waxes.,1517,Residues of fatty substances
160100,"Sausages and similar products, of meat, meat offal or blood; food preparations based on these products.",1601,Sausages inclding tinned
160210,Homogenised preparations,1602,"Other prepared,presrved meat"
160220,Of liver of any animal,1602,"Other prepared,presrved meat"
160231,Of turkeys,1602,"Other prepared,presrved meat"
160232,(1996-) Of fowls of the species Gallus domesticus,1602,"Other prepared,presrved meat"
160239,Other,1602,"Other prepared,presrved meat"
160241,Hams and cuts thereof,1602,"Other prepared,presrved meat"
160242,Shoulders and cuts thereof,1602,"Other prepared,presrved meat"
160249,"Other, including mixtures",1602,"Other prepared,presrved meat"
160250,Of bovine animals,1602,"Other prepared,presrved meat"
160290,"Other, including preparations of blood of any animal",1602,"Other prepared,presrved meat"
160300,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates.",1603,Meat extracts and meat juices
160411,Salmon,1604,Prepared or preserved fish
160412,Herrings,1604,Prepared or preserved fish
160413,"Sardines, sardinella and brisling or sprats",1604,Prepared or preserved fish
160414,"Tunas, skipjack and bonito (Sarda spp.)",1604,Prepared or preserved fish
160415,Mackerel,1604,Prepared or preserved fish
160416,Anchovies,1604,Prepared or preserved fish
160419,Other,1604,Prepared or preserved fish
160420,Other prepared or preserved fish,1604,Prepared or preserved fish
160430,Caviar and caviar substitutes,1604,Prepared or preserved fish
160510,Crab,1605,"Crustaceans and molluscs, prepared"
160520,Shrimps and prawns,1605,"Crustaceans and molluscs, prepared"
160530,Lobster,1605,"Crustaceans and molluscs, prepared"
160540,Other crustaceans,1605,"Crustaceans and molluscs, prepared"
160590,Other,1605,"Crustaceans and molluscs, prepared"
170111,Cane sugar,1701A,Raw beet and cane sugar
170112,Beet sugar,1701A,Raw beet and cane sugar
170191,Containing added flavouring or colouring matter,1701B,Refined sugar etc
