HS 1988/92 Product Code,HS 1988/92 Product Description,CPC Product Code,CPC Product Description
843131,"Parts of lifts, skip hoist or escalators",4357,Parts for the goods of subclasses 43510 to 43560
843139,"Parts of lifting, handling, loading or unloadin",4357,Parts for the goods of subclasses 43510 to 43560
843141,"Buckets, shovels, grabs and grips of excavating",44428,"Buckets, shovels, grabs and grips for cranes, excavators and the like;"
843142,Bulldozer and angledozer blades,44429,Bulldozer or angledozer blades
843143,"Parts of boring or sinking machinery, whether o",44461,"Parts n.e.c. of boring or sinking machinery and of derricks, cranes,"
843149,"Parts of cranes, work-trucks, shovels, and othe",44461,"Parts n.e.c. of boring or sinking machinery and of derricks, cranes,"
843210,Ploughs,4411,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or"
843221,Disc harrows,4411,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or"
843229,"Scarifiers, cultivators, weeders and hoes",4411,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or"
843230,"Seeders, planters and transplanters",4411,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or"
843240,Manure spreaders and fertiliser distributors,4411,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or"
843280,"Rollers, stone-removers and oth soil preparatio",4411,"Agricultural, horticultural or forestry machinery for soil preparation or cultivation; lawn or"
843290,Parts for rollers and other soil preparation or,4419,"Parts for the goods of subclasses 44110 to 44130; parts of machines for cleaning,"
843311,"Mowers, powered, lawn, with horizontal cutting",4412,"Mowers for lawns, parks or sports- grounds"
843319,"Mowers, powered, lawn, nes",4412,"Mowers for lawns, parks or sports- grounds"
843320,Mowers for hay etc including cutter bars for tr,4413,Other mowers; other haymaking machinery; straw or fodder balers; other harvesting machinery; threshing
843330,Hay tedders and rakes and other haymaking machi,4413,Other mowers; other haymaking machinery; straw or fodder balers; other harvesting machinery; threshing
843340,"Straw or fodder balers, including pick-up baler",4413,Other mowers; other haymaking machinery; straw or fodder balers; other harvesting machinery; threshing
843351,Combine harvester-threshers,4413,Other mowers; other haymaking machinery; straw or fodder balers; other harvesting machinery; threshing
843352,Threshing machinery nes,4413,Other mowers; other haymaking machinery; straw or fodder balers; other harvesting machinery; threshing
843353,Root or tuber harvesting machines,4413,Other mowers; other haymaking machinery; straw or fodder balers; other harvesting machinery; threshing
843359,Harvesting machinery nes,4413,Other mowers; other haymaking machinery; straw or fodder balers; other harvesting machinery; threshing
843360,"Machines for cleaning, sorting or grading eggs,",4418,"Machines for cleaning, sorting or grading eggs, fruit, seed, grain,"
843390,"Parts of harvesting, threshing and oth agricult",4419,"Parts for the goods of subclasses 44110 to 44130; parts of machines for cleaning,"
843410,Milking machines,4418,"Machines for cleaning, sorting or grading eggs, fruit, seed, grain,"
843420,Dairy machinery,44512,Dairy machinery
843490,Parts of milking machines and dairy machinery,44521,Parts of milking machines and dairy machinery; parts for the goods of
843510,"Presses, crushers &sim mach used in the mfg of",44514,"Presses, crushers and similar machinery used in the manufacture of wine, cider, fruit juices or"
843590,"Parts of presses, crushers & sim mach used in t",44521,Parts of milking machines and dairy machinery; parts for the goods of
843610,Machinery for preparing animal feeding stuffs,4418,"Machines for cleaning, sorting or grading eggs, fruit, seed, grain,"
843621,Poultry incubators and brooders,4418,"Machines for cleaning, sorting or grading eggs, fruit, seed, grain,"
843629,"Poultry-keeping machinery, nes",4418,"Machines for cleaning, sorting or grading eggs, fruit, seed, grain,"
843680,Agri/hortic/forestry bee-keeping mach nes inc g,4418,"Machines for cleaning, sorting or grading eggs, fruit, seed, grain,"
843691,Parts of poultry-keeping machinery,4419,"Parts for the goods of subclasses 44110 to 44130; parts of machines for cleaning,"
843699,Parts of agr/hort/forestry/bee-keeping mach nes,4419,"Parts for the goods of subclasses 44110 to 44130; parts of machines for cleaning,"
843710,"Machines for cleaning/sorting or grading seed,g",4418,"Machines for cleaning, sorting or grading eggs, fruit, seed, grain,"
843780,Mach for milling/working of cereals/ dried legu,44513,Machinery used in the milling industry or for the working of cereals or dried leguminous
843790,"Pts of clean/sort mach etc for seed/grn, mill/w",44522,"Parts of machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; parts"
843810,"Bakery mach and machy for the mfg of macaroni,",44516,Machinery n.e.c. for the industrial preparation or manufacture of food
843820,"Machinery for the manufacture of confectionary,",44516,Machinery n.e.c. for the industrial preparation or manufacture of food
843830,Machinery for sugar manufacture,44516,Machinery n.e.c. for the industrial preparation or manufacture of food
843840,Brewery machinery,44516,Machinery n.e.c. for the industrial preparation or manufacture of food
843850,Machinery for the preparation of meat or poultr,44516,Machinery n.e.c. for the industrial preparation or manufacture of food
843860,"Machinery for the preparation of fruits, nuts o",44516,Machinery n.e.c. for the industrial preparation or manufacture of food
843880,Mach for the ind prep/mfr of food/ drink exc fo,44516,Machinery n.e.c. for the industrial preparation or manufacture of food
843890,Pts of mach for the ind prep/mfr of food etc ex,44522,"Parts of machines for cleaning, sorting or grading seed, grain or dried leguminous vegetables; parts"
843910,Machinery for making pulp of fibrous cellulosic,44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
843920,Machinery for making paper or paperboard,44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
843930,Machinery for finishing paper or paperboard,44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
843991,Parts of mach for making pulp of fibrous cellul,44921,Parts for the goods of subclass 44913
843999,Parts of mach for making or finishing paper or,44921,Parts for the goods of subclass 44913
844010,"Book-binding machinery, including book-sewing m",44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844090,Parts of book-binding machinery including book-,44922,Parts for the goods of subclass 44914; parts of office type sheet fed offset printing machinery
844110,"Cutting machines for paper pulp, paper or paper",44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
844120,"Machines for making bags, sacks or envelopes of",44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
844130,"Mach for making boxes or sim cont, of paper or",44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
844140,"Machines for moulding articles in paper pulp, p",44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
844180,"Machinery for making up paper pulp, paper or pa",44913,Machinery for making pulp of fibrous cellulosic material or for making or finishing paper or
844190,"Pts of mach for making up paper pulp,paper or p",44921,Parts for the goods of subclass 44913
844210,Phototype-setting and composing machines,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844220,Mach app&equip for type-set or comp by oth proc,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844230,Mach app & equip for preparing or making printi,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844240,Pts of mach/app&equip for type-set or type-foun,44922,Parts for the goods of subclass 44914; parts of office type sheet fed offset printing machinery
844250,"Printing type,blocks,plates,cylinders&oth print",327,"Composed type, prepared printing plates or cylinders, impressed lithographic stones or other"
844311,Reel fed offset printing machinery,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844312,"Sheet fed, office type (sheet size not exc-22x3",4515,Office type sheet fed printing machinery
844319,Offset printing machinery nes,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844321,Reel fed letterpress printing mach exc flexogra,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844329,Letterpress printing machinery nes exc flexogra,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844330,Flexographic printing machinery,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844340,Gravure printing machinery,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844350,Printing machinery nes,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844360,Machines for uses ancillary to printing,44914,Book-binding machinery; machinery for type-setting and the like; printing machinery and machines
844390,Parts of printing machinery & machines for uses,44922,Parts for the goods of subclass 44914; parts of office type sheet fed offset printing machinery
844400,"Machines for extruding, drawing, text or cuttin",44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844511,Textile carding machines,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844512,Textile combing machines,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844513,Textile drawing or roving machines,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844519,Textile preparing machines nes,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844520,Textile spinning machines,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844530,Textile doubling or twisting machines,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844540,Textile winding (including weft-winding) or ree,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844590,Machinery for producing or preparing textile ya,44611,"Machines for extruding, drawing, texturing or cutting man-made textile"
844610,Machines for weaving fabrics of a width not exc,44612,Weaving machines (looms)
844621,Machines for weaving fabrics of a width exc 30,44612,Weaving machines (looms)
844629,Machines for weaving fabrics of a width exceedi,44612,Weaving machines (looms)
844630,Machines for weaving fabrics of a width exceedi,44612,Weaving machines (looms)
844711,Circular knitting machines with cylinder diamet,44613,"Knitting machines, stitch-bonding machines, machines for making gimped"
844712,Circular knitting machines with cylinder diamet,44613,"Knitting machines, stitch-bonding machines, machines for making gimped"
844720,Flat knitting machines; stitch-bonding machines,44613,"Knitting machines, stitch-bonding machines, machines for making gimped"
844790,Mach for making gimped yarn/tulle/lace/embroide,44613,"Knitting machines, stitch-bonding machines, machines for making gimped"
844811,"Dobbies,Jacquards,card reducing, for use with m",44614,"Auxiliary machinery for use with machines for textile extruding, preparing, spinning, weaving,"
844819,Auxiliary machinery nes for machines of heading,44614,"Auxiliary machinery for use with machines for textile extruding, preparing, spinning, weaving,"
844820,Pts & access of mach of hdg No 84.44 or of thei,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844831,Card clothing for hdg No 84.45,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844832,"Pts&access of mach for prep text fib,(exc card",4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844833,"Spindles,spindle flyers,spinning rings&ring tra",4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844839,Pts & access of mach of heading No 84.45 or of,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844841,Shuttles for weaving machines (looms),4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844842,"Reeds for looms, healds & heald-frames for weav",4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844849,Parts and accessories of weaving mches or of th,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844851,"Sinkers,needles&oth art. used in form stitches",4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844859,Parts&access of machines of hdg No 84.47 or of,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
844900,Mach for the mfr or fin of felt or n-wov in the,44621,Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes; blocks for
845011,"Automatic washing machines, of a dry linen capa",44812,"Dishwashing machines and clothes or linen washing or drying machines,"
845012,Washing machines of a dry linen capacity =<10kg,44812,"Dishwashing machines and clothes or linen washing or drying machines,"
845019,Household or laundry-type washing mach of a dry,44812,"Dishwashing machines and clothes or linen washing or drying machines,"
845020,Household or laundry-type washing mach of a dry,44622,"Laundry-type washing machines, each of a dry linen capacity exceeding 10 kg; dry-"
845090,Parts of household or laundry-type washing mach,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
845110,Dry-cleaning machines o/t hdg No 84.50,44622,"Laundry-type washing machines, each of a dry linen capacity exceeding 10 kg; dry-"
845121,Drying machines (o/t hdg No 84.50) each of a dr,44812,"Dishwashing machines and clothes or linen washing or drying machines,"
845129,Drying machines (o/t No 84.50) nes,44622,"Laundry-type washing machines, each of a dry linen capacity exceeding 10 kg; dry-"
845130,Ironing mach & presses (including fusing presse,44621,Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes; blocks for
845140,"Washing, bleaching or dyeing machines (o/t mach",44621,Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes; blocks for
845150,"Mach for reeling,unreeling,folding,cut or pink",44621,Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes; blocks for
845180,Mach for wring/dress/finishing/coating or impre,44621,Machinery for the manufacture or finishing of felt or nonwovens in the piece or in shapes; blocks for
845190,Pts of washing/cleaning/drying/ironing/ dyeing,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
845210,Household type sewing machines,44814,Household sewing machines
845221,"Automatic sewing machines, other than book-sewi",44623,"Sewing machines, except book sewing machines and household sewing machines"
845229,"Sewing machines, other than book-sewing machine",44623,"Sewing machines, except book sewing machines and household sewing machines"
845230,Sewing machine needles,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
845240,"Furniture, bases and covers for sewing machines",4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
845290,"Parts of sewing machines, nes",4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
845310,"Machinery for preparing,tanning or working hide",4463,"Machinery for preparing, tanning or working hides, skins or leather or"
845320,Machinery for making or repairing footwear,4463,"Machinery for preparing, tanning or working hides, skins or leather or"
845380,"Mach for making or repair art of hides,skins or",4463,"Machinery for preparing, tanning or working hides, skins or leather or"
845390,Pts of mach for prep etc hides skin leather or,4464,"Parts for the goods of class 4461; parts for the goods of subclass 44621, except parts of machinery"
845410,Converters used in metallurgy or metal foundrie,4431,"Converters, ladles, ingot moulds and casting machines, of a kind used in"
845420,Ingot moulds & ladles used in metallurgy or met,4431,"Converters, ladles, ingot moulds and casting machines, of a kind used in"
845430,Casting machines used in metallurgy or metal fo,4431,"Converters, ladles, ingot moulds and casting machines, of a kind used in"
845490,Pts of converters/ladles/ingot moulds&casting m,4432,Parts for the goods of subclass 44310 (including rolls for rolling mills)
845510,"Tube mills, metal rolling",4431,"Converters, ladles, ingot moulds and casting machines, of a kind used in"
845521,Hot or combination hot & cold metal rolling mil,4431,"Converters, ladles, ingot moulds and casting machines, of a kind used in"
845522,Cold metal rolling mills,4431,"Converters, ladles, ingot moulds and casting machines, of a kind used in"
845530,Rolls for metal rolling mills,4432,Parts for the goods of subclass 44310 (including rolls for rolling mills)
845590,Parts of metal rolling mills & rolls,4432,Parts for the goods of subclass 44310 (including rolls for rolling mills)
845610,Mach-tls for work any mat by rem of mat optd by,44211,"Machine-tools for working any material by removal of material, by laser or"
845620,Mach-tls for work any mat by rem of mat optd by,44211,"Machine-tools for working any material by removal of material, by laser or"
845630,Mach-tls for work any mat by rem of mat optd by,44211,"Machine-tools for working any material by removal of material, by laser or"
845690,Mach-tls for work any mat by rem of mat optd by,44211,"Machine-tools for working any material by removal of material, by laser or"
845710,"Machining centres, for working metal",44212,"Machining centres, unit construction machines (single station) and multi-"
845720,Unit construction machines (single sta) for wor,44212,"Machining centres, unit construction machines (single station) and multi-"
845730,Multi-station transfer machines for working met,44212,"Machining centres, unit construction machines (single station) and multi-"
845811,Horizontal lathes numerically controlled for re,44213,Lathes for removing metal
845819,Horizontal lathes nes for removing metal,44213,Lathes for removing metal
845891,Lathes nes numerically controlled for removing,44213,Lathes for removing metal
845899,Lathes nes for removing metal,44213,Lathes for removing metal
845910,Way-type unit head mches for removing metal,44214,"Machine-tools for drilling, boring or milling metal"
845921,Drilling mches nes; numerically controlled for,44214,"Machine-tools for drilling, boring or milling metal"
845929,"Drilling mches nes, for removing metal",44214,"Machine-tools for drilling, boring or milling metal"
845931,"Boring-milling mches nes, numerically controlle",44214,"Machine-tools for drilling, boring or milling metal"
845939,Boring-milling mches nes for removing metal,44214,"Machine-tools for drilling, boring or milling metal"
845940,Boring machines nes for removing metal,44214,"Machine-tools for drilling, boring or milling metal"
845951,"Milling mach, knee-type numerically controlled",44214,"Machine-tools for drilling, boring or milling metal"
845959,"Milling mach, knee-type nes for removing metal",44214,"Machine-tools for drilling, boring or milling metal"
845961,"Milling machines nes, numerically controlled fo",44214,"Machine-tools for drilling, boring or milling metal"
845969,"Milling machines nes, for removing metal",44214,"Machine-tools for drilling, boring or milling metal"
845970,Threading or tapping machines nes for removing,44215,"Machine-tools for threading or tapping by removing metal, except lathes and way-type unit head"
846011,Fl-surf grinding mach where the pos of one axis,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846019,Fl-surf grinding mach where the pos of one axis,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846021,Grinding mach where pos of one axis to an acc t,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846029,Grinding mach where pos of one axis to an acc t,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846031,Sharpening (tool or cutter grinding) mach n/c f,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846039,Sharpening (tool or cutter grinding) mach nes f,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846040,Honing or lapping machines for removing metal,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846090,Mach-tools for deburring polishing etc for fin,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846110,Planing machines by removing metal,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846120,Shaping or slotting machines by removing metal,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846130,Broaching machines by removing metal,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846140,"Gear cutting, gear grinding or gear finishing m",44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846150,Sawing or cutting-off machines by removing meta,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846190,Filing or engraving mach(o/t those of hdg 84.59,44216,"Machine-tools for deburring, sharpening, grinding, honing, lapping,"
846210,Forging or die-stamping mach (inc presses) and,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846221,Bending folding stgting or flattening mach (inc,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846229,Bending/folding/stgting or flattening mach (inc,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846231,Shearing mach (inc presses) o/t combined punch/,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846239,Shearing mach (inc presses) o/t combined pnnch/,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846241,Punching/notching mach including comb punch/she,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846249,Punching/notching mach including comb punch/she,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846291,Hydraulic presses for working metal,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846299,Presses nes for working metal,44217,"Machine-tools for working metal by forging, hammering or die-stamping;"
846310,Draw-benches for bars/tubes/profiles wire or th,44218,"Machine-tools n.e.c. for working metal, sintered metal carbides or cermets, without removing material"
846320,Thread rolling machines for working metal,44218,"Machine-tools n.e.c. for working metal, sintered metal carbides or cermets, without removing material"
846330,Machines for working metal wire,44218,"Machine-tools n.e.c. for working metal, sintered metal carbides or cermets, without removing material"
846390,Mach-tls for wrkg mtl/sntrd mtl carbd or cermet,44218,"Machine-tools n.e.c. for working metal, sintered metal carbides or cermets, without removing material"
846410,Sawing mach for wrkg stone/ceram/concr/asb/ceme,44221,"Machine-tools for working stone, ceramics, concrete, asbestos-cement"
846420,Grindg/polish mach for wrkg ston/ceram/concr/as,44221,"Machine-tools for working stone, ceramics, concrete, asbestos-cement"
846490,Mach-tls for wrkg ston/ceram/concr/asb-cement e,44221,"Machine-tools for working stone, ceramics, concrete, asbestos-cement"
846510,Mach which can c/o diff typ of mach op w/o tl c,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846591,Sawing machines for working wood/cork/ bone/har,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846592,Planing/milling or moulding (by cutting) mach f,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846593,Grinding/sanding or polishing mach for working,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846594,Bending or assy mach for wrkg wood/cork/ bone/h,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846595,Drilling or morticing mach for wrkg wood /cork/,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846596,Splitting/slicing or paring mach for wrkg wood/,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846599,Mach-tls for working wod/crk/bne/hrd rubber/hrd,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
846610,Tool holders and self-opening dieheads for use,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846620,Work holders for use with mach of hdg 84.56 to,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846630,Dividg heads & other spec attach for mch for us,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846691,Parts and accessories nes for use on machines o,44252,Parts and accessories for the goods of subclass 44221; parts and accessories of machine tools for
846692,Parts and accessories nes for use on machines o,44252,Parts and accessories for the goods of subclass 44221; parts and accessories of machine tools for
846693,Parts and accessories nes for use on machines o,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846694,Parts and accessories nes for use on machines o,44251,"Tool holders, self-opening dieheads, work holders, dividing heads and"
846711,"Tools for working in the hand, pneumatic rotary",44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846719,"Tools for working in the hand, pneumatic type n",44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846781,Chain saws,44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846789,Tools for working in the hand with self-contain,44231,"Tools for working in the hand, pneumatic or with self-contained non-electric motor"
846791,Chain saw parts,44253,Parts for the goods of subclass 44231
846792,Pneumatic hand tool parts,44253,Parts for the goods of subclass 44231
846799,"Hand tools nes, parts of",44253,Parts for the goods of subclass 44231
846810,"Torches, hand-held, for soldering, brazing or w",4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
846820,Gas-operated machinery for welding nes,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
846880,Welding machinery not gas-operated,4424,"Machinery and apparatus for soldering, brazing or welding; gas-operated"
846890,Welding machinery parts,44255,Parts for the goods of subclass 44240
846910,Automatic typewriters and word-processing machi,4511,Automatic typewriters and word- processing machines
846921,"Typewriters, electric, weighing not more than 1",4512,Other typewriters
846929,"Typewriters, electric, nes",4512,Other typewriters
846931,"Typewriters, non-electric, weighing not more th",4512,Other typewriters
846939,"Typewriters, non-electric, nes",4512,Other typewriters
847010,Electronic calculators capable of oper without,4513,"Calculating machines; accounting machines, cash registers, postage-"
847021,"Electronic calculating machines, incorporating",4513,"Calculating machines; accounting machines, cash registers, postage-"
847029,"Electronic calculating machines, nes",4513,"Calculating machines; accounting machines, cash registers, postage-"
847030,"Calculating machines, nes",4513,"Calculating machines; accounting machines, cash registers, postage-"
847040,Accounting machines,4513,"Calculating machines; accounting machines, cash registers, postage-"
847050,Cash registers,4513,"Calculating machines; accounting machines, cash registers, postage-"
847090,Postage franking mchy ticket-issuing mchy etc i,4513,"Calculating machines; accounting machines, cash registers, postage-"
847110,Analogue or hybrid automatic data processing ma,4521,Analogue or hybrid ADP machines
847120,Digital auto data process mach cntg in the same,4522,"Digital ADP machines, containing in the same housing at least a CPU and"
847191,Digital process units whether or not presented,4523,Digital processing units for ADP (including those containing in the
847192,"Input or output units, whether or not presented",4524,"Input or output units, whether or not presented with the rest of a system and whether or not"
847193,"Storage units, whether or not presented with th",4525,Storage units for ADP
847199,Automatic data processing machines and units th,4526,Other computing machinery (including magnetic or optical readers and
847210,Office duplicating machines,4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847220,Addressing machines and address plate embossing,4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847230,Mchy for sorting or folding mail etc & mchy for,4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847290,"Office machines, nes",4516,"Other office machines (including hectograph or stencil duplicating machines, addressing machines,"
847310,Parts and accessories of typewriters and word-p,4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847321,Parts and accessories of electronic calculating,4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847329,Parts and accessories of calculating & accounti,4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847330,Parts and accessories of automatic data process,4527,"Parts and accessories for the goods of subclasses 45210 to 45260, except covers, carrying cases and"
847340,"Parts and accessories of other office machines,",4517,"Parts and accessories for the goods of subclasses 45110 to 45130, 45150,"
847410,Sorting/screening/separating or washing mach fo,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847420,Crushing/grinding machines for earth/ stone/ore,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847431,Concrete or mortar mixers,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847432,Machines for mixing mineral substances with bit,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847439,Mixing or kneading machines nes for earth or ot,4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847480,"Mach for agglomerating minerals fuels,mach for",4444,"Machinery for sorting, screening, separating, washing, crushing, grinding, mixing or kneading earth,"
847490,Pts of sorting/screening/mixing/crushing/grindi,44462,Parts for the goods of subclass 44440
847510,"Mach for assembling electric lamps, tubes, flas",44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847520,Machines for manufacturing or hot working glass,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847590,Parts of glass working machines,44929,Parts for the goods of subclass 44915; other parts n.e.c. of special purpose
847611,Automatic gds-vending mach incorporating heatin,43934,Automatic goods vending machines
847619,"Automatic goods-vending machines, nes",43934,Automatic goods vending machines
847690,Parts of automatic goods-vending machine,43943,"Parts for the goods of subclasses 43922, 43923 and 43933; weighing machine weights; parts of agricultural"
847710,Injection-moulding machines for working rubber,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847720,Extruders for working rubber or plastics nes,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847730,Blow moulding machines for working rubber or pl,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847740,Vacuum mld mach & other thermoforming mach to w,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847751,Mach for moulding/retreading pneu tires or to m,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847759,Mach for moulding or otherwise forming rubber o,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847780,Mach for working rubber or plastics or for the,44915,Machinery n.e.c. for working rubber or plastics or for the manufacture of
847790,Pts of mach for wrkg rubber or plas or for the,44929,Parts for the goods of subclass 44915; other parts n.e.c. of special purpose
847810,Machinery for preparing or making up tobacco ne,44517,Machinery n.e.c. for processing tobacco
847890,Parts of machinery for preparing or making up t,44523,Parts n.e.c. of machinery for processing tobacco
847910,"Mach for public works,building or the like,nes",4443,Pile-drivers and pile-extractors; snow-ploughs and snow-blowers; other
847920,Mach for the extraction/prep of animal/ fixed f,44516,Machinery n.e.c. for the industrial preparation or manufacture of food
847930,Press for the mfr of part/fib board or for trea,44222,"Machine-tools for working wood, cork, bone, hard rubber, hard plastics or"
847940,"Rope or cable-making machines, nes having indiv",44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847981,Mach for treating mtl inc electric wire coil-wi,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847982,Mach for mixing/kneading/crushing/grinding etc,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
847989,Machines & mechanical appliances nes having ind,44917,"Special purpose machinery n.e.c. (including machinery for isotopic separation, machines for"
