HS 2007 Product Code,HS 2007 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
551641,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with cotton, unbleached/bleached",551641,"Woven fabrics, <85% artificial staple fibres, m"
551642,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with cotton, dyed",551642,"Dyed woven fabrics, <85% artificial staple fibr"
551643,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with cotton, of yarns of different colours",551643,"Coloured woven fabrics, <85% artificial staple"
551644,"Woven fabrics of artificial staple fibres containing <85% by weight of artificial staple fibres, mixed mainly/solely with cotton, printed",551644,"Printed woven fabrics, <85% artificial staple f"
551691,"Woven fabrics of artificial staple fibres, n.e.s. in 55.16, unbleached/bleached",551691,"Woven fabrics, artificial staple fibres, nes"
551692,"Woven fabrics of artificial staple fibres, n.e.s. in 55.16, dyed",551692,"Dyed woven fabrics, artificial staple fibres, n"
551693,"Woven fabrics of artificial staple fibres, n.e.s. in 55.16, of yarns of different colours",551693,"Coloured woven fabrics, artificial staple fibre"
551694,"Woven fabrics of artificial staple fibres, n.e.s. in 55.16, printed",551694,"Printed woven fabrics, artificial staple fibres"
560110,"Sanitary towels & tampons, napkins & napkin liners for babies & similar sanitary articles, of wadding",560110,"Sanitary towels and tampons, napkins, etc, of t"
560121,"Wadding; other articles of wadding, of cotton",560121,Cotton wadding and articles thereof
560122,"Wadding; other articles of wadding, of man-made fibres",560122,Wadding of man-made fibres and articles thereof
560129,Wadding; other articles of wadding other than of cotton/man-made fibres,560129,"Wadding and articles of wadding, nes"
560130,"Textile flock (i.e., not >5mm in length) & dust & mill neps",560130,Textile flock and dust and mill neps
560210,"Needleloom felt & stitch-bonded fibre fabrics, whether/not impregnated/coated/covered/laminated",560210,Needleloom felt and stitch-bonded fibre fabrics
560221,"Felt (excl. needleloom felt & stitch-bonded fibre fabrics), not impregnated/coated/covered/laminated, of wool/fine animal hair",560221,Felt of wool or fine animal hair (excl. impregn
560229,"Felt (excl. needleloom felt & stitch-bonded fibre fabrics), not impregnated/coated/covered/laminated, other than of wool/fine animal hair",560229,"Felt of textile materials (excl. impregnated, c"
560290,"Felt (excl. of 5602.10-5602.29), whether/not coated/covered/laminated",560290,"Felt, nes"
560311,"Nonwovens, whether/not impregnated/coated/covered/laminated, of man-made filaments, weighing not >25g/m2",560300,Nonwovens
560312,"Nonwovens, whether/not impregnated/coated/covered/laminated, of man-made filaments, weighing >25g/m2 but not >70g/m2",560300,Nonwovens
560313,"Nonwovens, whether/not impregnated/coated/covered/laminated, of man-made filaments, weighing >70g/m2 but not >150g/m2",560300,Nonwovens
560314,"Nonwovens, whether/not impregnated/coated/covered/laminated, of man-made filaments, weighing >150 g/m2",560300,Nonwovens
560391,"Nonwovens, whether/not impregnated/coated/covered/laminated (excl. of 5603.11-5603.14), weighing not >25g/m2",560300,Nonwovens
560392,"Nonwovens, whether/not impregnated/coated/covered/laminated (excl. of 5603.11-5603.14), weighing >25g/m2 but not >70g/m2",560300,Nonwovens
560393,"Nonwovens, whether/not impregnated/coated/covered/laminated (excl. of 5603.11-5603.14), weighing >70g/m2 but not >150g/m2",560300,Nonwovens
560394,"Nonwovens, whether/not impregnated/coated/covered/laminated (excl. of 5603.11-5603.14), weighing >150g/m2",560300,Nonwovens
560410,"Rubber thread & cord, textile covered",560410,"Rubber thread and cord, textile covered"
560490,"Other type of rubber thread & cord, textile covered",560490,"Textile yarn and strip, etc, impregnated or coa"
560500,"Metallised yarn, whether/not gimped, being textile yarn/strip/the like of 54.04/54.05, combined with metal in the form of thread/strip/powder/covered with metal",560500,"Metallized yarn, being textile yarn, or strip,"
560600,"Gimped yarn, & strip & the like of 54.04/54.05, gimped (other than of 56.05 & gimped horsehair yarn); chenille yarn (incl. flock chenille yarn); loop wale-yarn",560600,Gimped yarn and strip; chenille yarn; loop wale
560721,"Binder/baler twine of sisal/other textile fibres of the genus Agave, whether/not plaited/braided & whether/not impregnated/coated/covered/sheathed with rubber/plastics",560721,"Binder or baler twine of sisal, etc, of the gen"
560729,"Twine (excl. binder/bailer twine), cordage, ropes & cables, of sisal/other textile fibres of the genus Agave, n.e.s., whether/not plaited/braided & whether/not impregnated, coated,covered/sheathed with rubber/plastics.",560729,"Twine, cordage, ropes and cables, of sisal, etc"
560741,"Binder/baler twine, cordage, ropes & cables of polyethylene/polypropylene, whether/not plaited/braided & whether/not impregnated/coated/covered/sheathed with rubber/plastics",560741,Binder or baler twine of polyethylene or polypr
560749,"Twine (excl. binder/bailer twine), cordage, ropes & cables, of polyethylene/polypropylene, n.e.s., whether/not plaited/braided & whether/not impregnated, coated,covered/sheathed with rubber/plastics.",560749,"Twine, cordage, ropes and cables, of polyethyle"
560750,"Twine, cordage, ropes & cables of synthetic fibres other than polyethylene/polypropylene, whether/not plaited/braided & whether/not impregnated/coated/covered/sheathed with rubber/plastics",560750,"Twine, cordage, ropes and cables, of synthetic"
560790,"Twine, cordage, ropes & cables of  fibres n.e.s. other than synthetic fiber/sisal/textile fibres, whether/not plaited/braided & whether/not impregnated, coated, covered/sheathed with rubber/plastics.",560790,"Twine, cordage, ropes and cables, nes"
560811,Made up fishing nets of man-made textile materials,560811,Made up fishing nets of man-made textile materi
560819,"Knotted netting of twine, cordage/rope; made up nets other than fishing nets, of man-made textile materials",560819,Knotted netting of man-made textile materials (
560890,"Knotted netting of twine, cordage/rope; made up fishing nets & other made up nets, of textile materials other than man-made",560890,"Knotted netting of twine, cordage or rope of te"
560900,"Articles of yarn/strip/the like of 54.04/54.05, twine/cordage/rope/cables, n.e.s.",560900,"Articles of yarn, strip, etc, twine, cordage, r"
570110,"Carpets & other textile floor coverings, knotted, whether/not made up, of wool/fine animal hair",570110,"Carpets and other textile floor coverings, of w"
570190,"Carpets & other textile floor coverings, knotted, whether/not made up, of textile materials other than wool/fine animal hair",570190,"Carpets and other textile floor coverings, of o"
570210,"Kelem, Schumacks, Karamanie & similar hand-woven rugs",570210,"Kelem, Schumacks, Karamanie and other similar h"
570220,Floor coverings of coconut fibres (coir),570220,Floor coverings of coconut fibres (coir)
570231,"Carpets & other textile floor coverings, woven, of pile construction, not made up, of wool/fine animal hair",570231,"Pile floor coverings of wool..., woven, not mad"
570232,"Carpets & other textile floor coverings, woven, of pile construction, not made up, of man-made textile materials",570232,"Pile floor coverings of man-made textiles, wove"
570239,"Carpets & other textile floor coverings, woven, of pile construction, not made up, of textile materials other than of wool/fine animal hair/man-made textile materials",570239,"Pile floor coveringsof other textiles, woven, n"
570241,"Carpets & other textile floor coverings, woven, of pile construction, made up, of wool/fine animal hair",570241,"Pile floor coverings of wool..., woven, made up"
570242,"Carpets & other textile floor coverings, woven, of pile construction, made up, of man-made textile materials",570242,"Pile floor coverings of man-made textiles, wove"
570249,"Carpets & other textile floor coverings, woven, of pile construction, made up, of textile materials other than of wool/fine animal hair/man-made textile materials",570249,"Pile floor coverings of other textiles, woven,"
570250,"Carpets & other textile floor coverings, not of pile construction & not made up, woven, not tufted/flocked, incl. Kelem, Schumacks, Karamanie & similar hand-woven rugs.",570259,"Non-pile floor coverings of other textiles, wov"
570291,"Carpets & other textile floor coverings, woven, not of pile construction, made up, of wool/fine animal hair",570291,"Non-pile floor coverings of wool..., woven, mad"
570292,"Carpets & other textile floor coverings, woven, not of pile construction, made up, of man-made textile materials",570292,"Non-pile floor coverings of man-made textiles,"
570299,"Carpets & other textile floor coverings, woven, not of pile construction, made up, of textile materials other than of wool/fine animal hair/man-made textile materials",570299,"Non-pile floor coverings of textile materials,"
570310,"Carpets & other textile floor coverings, tufted, whether/not made up, of wool/fine animal hair",570310,Tufted floor coverings of wool or of fine anima
570320,"Carpets & other textile floor coverings, tufted, whether/not made up, of nylon/other polyamides",570320,Tufted floor coverings of nylon or other polyam
570330,"Carpets & other textile floor coverings, tufted, whether/not made up, of man-made textile materials other than nylon/other polyamides",570330,Tufted floor coverings of man-made textile mate
570390,"Carpets & other textile floor coverings, tufted, whether/not made up, of textile materials other than wool/fine animal hair/man-made",570390,"Tufted floor coverings of other textiles, nes"
570410,"Tiles, of felt, not tufted/flocked, having a maximum surface area of 0.3 m2",570410,"Carpet tiles =<0.3m2, of felt, not tufted or fl"
570490,"Carpets & other textile floor coverings, of felt, not tufted/flocked, whether/not made up, other than the tiles of 5704.10",570490,"Floor coverings of felt, nes, not tufted or flo"
570500,"Carpets & other textile floor coverings, n.e.s. in Ch.57, whether/not made up",570500,"Other carpets and other textile floor coveings,"
580110,"Woven pile fabrics & chenille fabrics (excl. of 58.02/58.06), of wool/fine animal hair",580110,Woven pile fabrics and chenille fabrics of wool
580121,"Uncut weft pile fabrics (excl. of 58.02/58.06), of cotton",580121,Uncut weft pile fabrics of cotton
580122,"Cut corduroy, of cotton",580122,Cut corduroy of cotton
580123,"Weft pile fabrics other than uncut (excl. of 58.02/58.06), of cotton",580123,"Weft pile fabrics of cotton, nes"
580124,"Warp pile fabrics (excl. of 58.02/58.06), ?pingl? (uncut), of cotton",580124,"Warp pile fabrics, epingle (uncut), of cotton"
580125,"Warp pile fabrics (excl. of 58.02/58.06), cut, of cotton",580125,"Warp pile fabrics, cut, of cotton"
580126,"Chenille fabrics (excl. of 58.02/58.06), of cotton",580126,"Chenille fabrics, of cotton"
580131,"Uncut weft pile fabrics (excl. of 58.02/58.06), of man-made fibres",580131,"Uncut weft pile fabrics of man-made fibres, nes"
580132,"Cut corduroy, of man-made fibres",580132,"Cut corduroy of man-made fibres, nes"
580133,"Weft pile fabrics other than uncut (excl. of 58.02/58.06), of man-made fibres",580133,"Weft pile fabrics of man-made fibres, nes"
580134,"Warp pile fabrics (excl. of 58.02/58.06), ?pingl? (uncut), of man-made fibres",580134,"Warp pile fabrics, epingle (uncut), of man-made"
580135,"Warp pile fabrics (excl. of 58.02/58.06), cut, of man-made fibres",580135,"Warp pile fabrics, cut, of man-made fibres, nes"
580136,"Chenille fabrics (excl. of 58.02/58.06), of man-made fibres",580136,"Chenille fabrics of man-made fibres, nes"
580190,"Woven pile fabrics & chenille fabrics (excl. of 58.02/58.06), of textile materials other than wool/fine animal hair",580190,Woven pile and chenille fabrics of other textil
580211,"Terry towelling & similar woven terry fabrics (excl. narrow fabrics of 58.06), of cotton, unbleached",580211,Unbleached terry towelling and similar woven te
580219,"Terry towelling & similar woven terry fabrics (excl. narrow fabrics of 58.06), of cotton, other than unbleached",580219,Terry towelling and similar woven terry fabrics
